filelist,lw,rw,ondemand,extraworkXline,topk,result
/opt/SPMcode/A2/filelist.txt,1,27,0,10000,5,OK
/opt/SPMcode/A2/filelist.txt,1,27,0,10000,5,OK
/opt/SPMcode/A2/filelist.txt,1,27,1,10000,5,OK
/opt/SPMcode/A2/filelist.txt,1,27,1,10000,5,OK
/opt/SPMcode/A2/filelist.txt,1,27,1,10000,5,OK
/opt/SPMcode/A2/filelist.txt,1,27,1,10000,5,OK
/opt/SPMcode/A2/filelist.txt,1,27,1,10000,5,OK
/opt/SPMcode/A2/filelist.txt,1,27,1,10000,5,OK
/opt/SPMcode/A2/filelist.txt,1,27,1,10000,5,OK
/opt/SPMcode/A2/filelist.txt,1,27,1,10000,5,OK
/opt/SPMcode/A2/filelist.txt,1,27,1,10000,5,OK
/opt/SPMcode/A2/filelist.txt,1,27,1,10000,5,OK
/opt/SPMcode/A2/filelist.txt,1,35,0,0,5,OK
/opt/SPMcode/A2/filelist.txt,1,35,0,0,5,OK
/opt/SPMcode/A2/filelist.txt,1,35,0,0,5,OK
/opt/SPMcode/A2/filelist.txt,1,35,0,0,5,OK
/opt/SPMcode/A2/filelist.txt,1,35,0,0,5,OK
/opt/SPMcode/A2/filelist.txt,1,35,0,0,5,OK
/opt/SPMcode/A2/filelist.txt,1,35,0,0,5,OK
/opt/SPMcode/A2/filelist.txt,1,35,0,0,5,OK
/opt/SPMcode/A2/filelist.txt,1,35,0,0,5,OK
/opt/SPMcode/A2/filelist.txt,1,35,0,0,5,OK
/opt/SPMcode/A2/filelist.txt,1,35,1,0,5,OK
/opt/SPMcode/A2/filelist.txt,1,35,1,0,5,OK
/opt/SPMcode/A2/filelist.txt,1,35,1,0,5,OK
/opt/SPMcode/A2/filelist.txt,1,35,1,0,5,OK
/opt/SPMcode/A2/filelist.txt,1,35,1,0,5,OK
/opt/SPMcode/A2/filelist.txt,1,35,1,0,5,OK
/opt/SPMcode/A2/filelist.txt,1,35,1,0,5,OK
/opt/SPMcode/A2/filelist.txt,1,35,1,0,5,OK
/opt/SPMcode/A2/filelist.txt,1,35,1,0,5,OK
/opt/SPMcode/A2/filelist.txt,1,35,1,0,5,OK
/opt/SPMcode/A2/filelist.txt,1,35,0,1000,5,OK
/opt/SPMcode/A2/filelist.txt,1,35,0,1000,5,OK
/opt/SPMcode/A2/filelist.txt,1,35,0,1000,5,OK
/opt/SPMcode/A2/filelist.txt,1,35,0,1000,5,OK
/opt/SPMcode/A2/filelist.txt,1,35,0,1000,5,OK
/opt/SPMcode/A2/filelist.txt,1,35,0,1000,5,OK
/opt/SPMcode/A2/filelist.txt,1,35,0,1000,5,OK
/opt/SPMcode/A2/filelist.txt,1,35,0,1000,5,OK
/opt/SPMcode/A2/filelist.txt,1,35,0,1000,5,OK
/opt/SPMcode/A2/filelist.txt,1,35,0,1000,5,OK
/opt/SPMcode/A2/filelist.txt,1,35,1,1000,5,OK
/opt/SPMcode/A2/filelist.txt,1,35,1,1000,5,OK
/opt/SPMcode/A2/filelist.txt,1,35,1,1000,5,OK
/opt/SPMcode/A2/filelist.txt,1,35,1,1000,5,OK
/opt/SPMcode/A2/filelist.txt,1,35,1,1000,5,OK
/opt/SPMcode/A2/filelist.txt,1,35,1,1000,5,OK
/opt/SPMcode/A2/filelist.txt,1,35,1,1000,5,OK
/opt/SPMcode/A2/filelist.txt,1,35,1,1000,5,OK
/opt/SPMcode/A2/filelist.txt,1,35,1,1000,5,OK
/opt/SPMcode/A2/filelist.txt,1,35,1,1000,5,OK
/opt/SPMcode/A2/filelist.txt,1,35,0,10000,5,OK
/opt/SPMcode/A2/filelist.txt,1,35,0,10000,5,OK
/opt/SPMcode/A2/filelist.txt,1,35,0,10000,5,OK
/opt/SPMcode/A2/filelist.txt,1,35,0,10000,5,OK
/opt/SPMcode/A2/filelist.txt,1,35,0,10000,5,OK
/opt/SPMcode/A2/filelist.txt,1,35,0,10000,5,OK
/opt/SPMcode/A2/filelist.txt,1,35,0,10000,5,OK
/opt/SPMcode/A2/filelist.txt,1,35,0,10000,5,OK
/opt/SPMcode/A2/filelist.txt,1,35,0,10000,5,OK
/opt/SPMcode/A2/filelist.txt,1,35,0,10000,5,OK
/opt/SPMcode/A2/filelist.txt,1,35,1,10000,5,OK
/opt/SPMcode/A2/filelist.txt,1,35,1,10000,5,OK
/opt/SPMcode/A2/filelist.txt,1,35,1,10000,5,OK
/opt/SPMcode/A2/filelist.txt,1,35,1,10000,5,OK
/opt/SPMcode/A2/filelist.txt,1,35,1,10000,5,OK
/opt/SPMcode/A2/filelist.txt,1,35,1,10000,5,OK
/opt/SPMcode/A2/filelist.txt,1,35,1,10000,5,OK
/opt/SPMcode/A2/filelist.txt,1,35,1,10000,5,OK
/opt/SPMcode/A2/filelist.txt,1,35,1,10000,5,OK
/opt/SPMcode/A2/filelist.txt,1,35,1,10000,5,OK
/opt/SPMcode/A2/filelist.txt,1,43,0,0,5,OK
/opt/SPMcode/A2/filelist.txt,1,43,0,0,5,OK
/opt/SPMcode/A2/filelist.txt,1,43,0,0,5,OK
/opt/SPMcode/A2/filelist.txt,1,43,0,0,5,OK
/opt/SPMcode/A2/filelist.txt,1,43,0,0,5,OK
/opt/SPMcode/A2/filelist.txt,1,43,0,0,5,OK
/opt/SPMcode/A2/filelist.txt,1,43,0,0,5,OK
/opt/SPMcode/A2/filelist.txt,1,43,0,0,5,OK
/opt/SPMcode/A2/filelist.txt,1,43,0,0,5,OK
/opt/SPMcode/A2/filelist.txt,1,43,0,0,5,OK
/opt/SPMcode/A2/filelist.txt,1,43,1,0,5,OK
/opt/SPMcode/A2/filelist.txt,1,43,1,0,5,OK
/opt/SPMcode/A2/filelist.txt,1,43,1,0,5,OK
/opt/SPMcode/A2/filelist.txt,1,43,1,0,5,OK
/opt/SPMcode/A2/filelist.txt,1,43,1,0,5,OK
/opt/SPMcode/A2/filelist.txt,1,43,1,0,5,OK
/opt/SPMcode/A2/filelist.txt,1,43,1,0,5,OK
/opt/SPMcode/A2/filelist.txt,1,43,1,0,5,OK
/opt/SPMcode/A2/filelist.txt,1,43,1,0,5,OK
/opt/SPMcode/A2/filelist.txt,1,43,1,0,5,OK
/opt/SPMcode/A2/filelist.txt,1,43,0,1000,5,OK
/opt/SPMcode/A2/filelist.txt,1,43,0,1000,5,OK
/opt/SPMcode/A2/filelist.txt,1,43,0,1000,5,OK
/opt/SPMcode/A2/filelist.txt,1,43,0,1000,5,OK
/opt/SPMcode/A2/filelist.txt,1,43,0,1000,5,OK
/opt/SPMcode/A2/filelist.txt,1,43,0,1000,5,OK
/opt/SPMcode/A2/filelist.txt,1,43,0,1000,5,OK
/opt/SPMcode/A2/filelist.txt,1,43,0,1000,5,OK
/opt/SPMcode/A2/filelist.txt,1,43,0,1000,5,OK
/opt/SPMcode/A2/filelist.txt,1,43,0,1000,5,OK
/opt/SPMcode/A2/filelist.txt,1,43,1,1000,5,OK
/opt/SPMcode/A2/filelist.txt,1,43,1,1000,5,OK
/opt/SPMcode/A2/filelist.txt,1,43,1,1000,5,OK
/opt/SPMcode/A2/filelist.txt,1,43,1,1000,5,OK
/opt/SPMcode/A2/filelist.txt,1,43,1,1000,5,OK
/opt/SPMcode/A2/filelist.txt,1,43,1,1000,5,OK
/opt/SPMcode/A2/filelist.txt,1,43,1,1000,5,OK
/opt/SPMcode/A2/filelist.txt,1,43,1,1000,5,OK
/opt/SPMcode/A2/filelist.txt,1,43,1,1000,5,OK
/opt/SPMcode/A2/filelist.txt,1,43,1,1000,5,OK
/opt/SPMcode/A2/filelist.txt,1,43,0,10000,5,OK
/opt/SPMcode/A2/filelist.txt,1,43,0,10000,5,OK
/opt/SPMcode/A2/filelist.txt,1,43,0,10000,5,OK
/opt/SPMcode/A2/filelist.txt,1,43,0,10000,5,OK
/opt/SPMcode/A2/filelist.txt,1,43,0,10000,5,OK
/opt/SPMcode/A2/filelist.txt,1,43,0,10000,5,OK
/opt/SPMcode/A2/filelist.txt,1,43,0,10000,5,OK
/opt/SPMcode/A2/filelist.txt,1,43,0,10000,5,OK
/opt/SPMcode/A2/filelist.txt,1,43,0,10000,5,OK
/opt/SPMcode/A2/filelist.txt,1,43,0,10000,5,OK
/opt/SPMcode/A2/filelist.txt,1,43,1,10000,5,OK
/opt/SPMcode/A2/filelist.txt,1,43,1,10000,5,OK
/opt/SPMcode/A2/filelist.txt,1,43,1,10000,5,OK
/opt/SPMcode/A2/filelist.txt,1,43,1,10000,5,OK
/opt/SPMcode/A2/filelist.txt,1,43,1,10000,5,OK
/opt/SPMcode/A2/filelist.txt,1,43,1,10000,5,OK
/opt/SPMcode/A2/filelist.txt,1,43,1,10000,5,OK
/opt/SPMcode/A2/filelist.txt,1,43,1,10000,5,OK
/opt/SPMcode/A2/filelist.txt,1,43,1,10000,5,OK
/opt/SPMcode/A2/filelist.txt,1,43,1,10000,5,OK
/opt/SPMcode/A2/filelist.txt,1,51,0,0,5,OK
/opt/SPMcode/A2/filelist.txt,1,51,0,0,5,OK
/opt/SPMcode/A2/filelist.txt,1,51,0,0,5,OK
/opt/SPMcode/A2/filelist.txt,1,51,0,0,5,OK
/opt/SPMcode/A2/filelist.txt,1,51,0,0,5,OK
/opt/SPMcode/A2/filelist.txt,1,51,0,0,5,OK
/opt/SPMcode/A2/filelist.txt,1,51,0,0,5,OK
/opt/SPMcode/A2/filelist.txt,1,51,0,0,5,OK
/opt/SPMcode/A2/filelist.txt,1,51,0,0,5,OK
/opt/SPMcode/A2/filelist.txt,1,51,0,0,5,OK
/opt/SPMcode/A2/filelist.txt,1,51,1,0,5,OK
/opt/SPMcode/A2/filelist.txt,1,51,1,0,5,OK
/opt/SPMcode/A2/filelist.txt,1,51,1,0,5,OK
/opt/SPMcode/A2/filelist.txt,1,51,1,0,5,OK
/opt/SPMcode/A2/filelist.txt,1,51,1,0,5,OK
/opt/SPMcode/A2/filelist.txt,1,51,1,0,5,OK
/opt/SPMcode/A2/filelist.txt,1,51,1,0,5,OK
/opt/SPMcode/A2/filelist.txt,1,51,1,0,5,OK
/opt/SPMcode/A2/filelist.txt,1,51,1,0,5,OK
/opt/SPMcode/A2/filelist.txt,1,51,1,0,5,OK
/opt/SPMcode/A2/filelist.txt,1,51,0,1000,5,OK
/opt/SPMcode/A2/filelist.txt,1,51,0,1000,5,OK
/opt/SPMcode/A2/filelist.txt,1,51,0,1000,5,OK
/opt/SPMcode/A2/filelist.txt,1,51,0,1000,5,OK
/opt/SPMcode/A2/filelist.txt,1,51,0,1000,5,OK
/opt/SPMcode/A2/filelist.txt,1,51,0,1000,5,OK
/opt/SPMcode/A2/filelist.txt,1,51,0,1000,5,OK
/opt/SPMcode/A2/filelist.txt,1,51,0,1000,5,OK
/opt/SPMcode/A2/filelist.txt,1,51,0,1000,5,OK
/opt/SPMcode/A2/filelist.txt,1,51,0,1000,5,OK
/opt/SPMcode/A2/filelist.txt,1,51,1,1000,5,OK
/opt/SPMcode/A2/filelist.txt,1,51,1,1000,5,OK
/opt/SPMcode/A2/filelist.txt,1,51,1,1000,5,OK
/opt/SPMcode/A2/filelist.txt,1,51,1,1000,5,OK
/opt/SPMcode/A2/filelist.txt,1,51,1,1000,5,OK
/opt/SPMcode/A2/filelist.txt,1,51,1,1000,5,OK
/opt/SPMcode/A2/filelist.txt,1,51,1,1000,5,OK
/opt/SPMcode/A2/filelist.txt,1,51,1,1000,5,OK
/opt/SPMcode/A2/filelist.txt,1,51,1,1000,5,OK
/opt/SPMcode/A2/filelist.txt,1,51,1,1000,5,OK
/opt/SPMcode/A2/filelist.txt,1,51,0,10000,5,OK
/opt/SPMcode/A2/filelist.txt,1,51,0,10000,5,OK
/opt/SPMcode/A2/filelist.txt,1,51,0,10000,5,OK
/opt/SPMcode/A2/filelist.txt,1,51,0,10000,5,OK
/opt/SPMcode/A2/filelist.txt,1,51,0,10000,5,OK
/opt/SPMcode/A2/filelist.txt,1,51,0,10000,5,OK
/opt/SPMcode/A2/filelist.txt,1,51,0,10000,5,OK
/opt/SPMcode/A2/filelist.txt,1,51,0,10000,5,OK
/opt/SPMcode/A2/filelist.txt,1,51,0,10000,5,OK
/opt/SPMcode/A2/filelist.txt,1,51,0,10000,5,OK
/opt/SPMcode/A2/filelist.txt,1,51,1,10000,5,OK
/opt/SPMcode/A2/filelist.txt,1,51,1,10000,5,OK
/opt/SPMcode/A2/filelist.txt,1,51,1,10000,5,OK
/opt/SPMcode/A2/filelist.txt,1,51,1,10000,5,OK
/opt/SPMcode/A2/filelist.txt,1,51,1,10000,5,OK
/opt/SPMcode/A2/filelist.txt,1,51,1,10000,5,OK
/opt/SPMcode/A2/filelist.txt,1,51,1,10000,5,OK
/opt/SPMcode/A2/filelist.txt,1,51,1,10000,5,OK
/opt/SPMcode/A2/filelist.txt,1,51,1,10000,5,OK
/opt/SPMcode/A2/filelist.txt,1,51,1,10000,5,OK
/opt/SPMcode/A2/filelist.txt,1,59,0,0,5,OK
/opt/SPMcode/A2/filelist.txt,1,59,0,0,5,OK
/opt/SPMcode/A2/filelist.txt,1,59,0,0,5,OK
/opt/SPMcode/A2/filelist.txt,1,59,0,0,5,OK
/opt/SPMcode/A2/filelist.txt,1,59,0,0,5,OK
/opt/SPMcode/A2/filelist.txt,1,59,0,0,5,OK
/opt/SPMcode/A2/filelist.txt,1,59,0,0,5,OK
/opt/SPMcode/A2/filelist.txt,1,59,0,0,5,OK
/opt/SPMcode/A2/filelist.txt,1,59,0,0,5,OK
/opt/SPMcode/A2/filelist.txt,1,59,0,0,5,OK
/opt/SPMcode/A2/filelist.txt,1,59,1,0,5,OK
/opt/SPMcode/A2/filelist.txt,1,59,1,0,5,OK
/opt/SPMcode/A2/filelist.txt,1,59,1,0,5,OK
/opt/SPMcode/A2/filelist.txt,1,59,1,0,5,OK
/opt/SPMcode/A2/filelist.txt,1,59,1,0,5,OK
/opt/SPMcode/A2/filelist.txt,1,59,1,0,5,OK
/opt/SPMcode/A2/filelist.txt,1,59,1,0,5,OK
/opt/SPMcode/A2/filelist.txt,1,59,1,0,5,OK
/opt/SPMcode/A2/filelist.txt,1,59,1,0,5,OK
/opt/SPMcode/A2/filelist.txt,1,59,1,0,5,OK
/opt/SPMcode/A2/filelist.txt,1,59,0,1000,5,OK
/opt/SPMcode/A2/filelist.txt,1,59,0,1000,5,OK
/opt/SPMcode/A2/filelist.txt,1,59,0,1000,5,OK
/opt/SPMcode/A2/filelist.txt,1,59,0,1000,5,OK
/opt/SPMcode/A2/filelist.txt,1,59,0,1000,5,OK
/opt/SPMcode/A2/filelist.txt,1,59,0,1000,5,OK
/opt/SPMcode/A2/filelist.txt,1,59,0,1000,5,OK
/opt/SPMcode/A2/filelist.txt,1,59,0,1000,5,OK
/opt/SPMcode/A2/filelist.txt,1,59,0,1000,5,OK
/opt/SPMcode/A2/filelist.txt,1,59,0,1000,5,OK
/opt/SPMcode/A2/filelist.txt,1,59,1,1000,5,OK
/opt/SPMcode/A2/filelist.txt,1,59,1,1000,5,OK
/opt/SPMcode/A2/filelist.txt,1,59,1,1000,5,OK
/opt/SPMcode/A2/filelist.txt,1,59,1,1000,5,OK
/opt/SPMcode/A2/filelist.txt,1,59,1,1000,5,OK
/opt/SPMcode/A2/filelist.txt,1,59,1,1000,5,OK
/opt/SPMcode/A2/filelist.txt,1,59,1,1000,5,OK
/opt/SPMcode/A2/filelist.txt,1,59,1,1000,5,OK
/opt/SPMcode/A2/filelist.txt,1,59,1,1000,5,OK
/opt/SPMcode/A2/filelist.txt,1,59,1,1000,5,OK
/opt/SPMcode/A2/filelist.txt,1,59,0,10000,5,OK
/opt/SPMcode/A2/filelist.txt,1,59,0,10000,5,OK
/opt/SPMcode/A2/filelist.txt,1,59,0,10000,5,OK
/opt/SPMcode/A2/filelist.txt,1,59,0,10000,5,OK
/opt/SPMcode/A2/filelist.txt,1,59,0,10000,5,OK
/opt/SPMcode/A2/filelist.txt,1,59,0,10000,5,OK
/opt/SPMcode/A2/filelist.txt,1,59,0,10000,5,OK
/opt/SPMcode/A2/filelist.txt,1,59,0,10000,5,OK
/opt/SPMcode/A2/filelist.txt,1,59,0,10000,5,OK
/opt/SPMcode/A2/filelist.txt,1,59,0,10000,5,OK
/opt/SPMcode/A2/filelist.txt,1,59,1,10000,5,OK
/opt/SPMcode/A2/filelist.txt,1,59,1,10000,5,OK
/opt/SPMcode/A2/filelist.txt,1,59,1,10000,5,OK
/opt/SPMcode/A2/filelist.txt,1,59,1,10000,5,OK
/opt/SPMcode/A2/filelist.txt,1,59,1,10000,5,OK
/opt/SPMcode/A2/filelist.txt,1,59,1,10000,5,OK
/opt/SPMcode/A2/filelist.txt,1,59,1,10000,5,OK
/opt/SPMcode/A2/filelist.txt,1,59,1,10000,5,OK
/opt/SPMcode/A2/filelist.txt,1,59,1,10000,5,OK
/opt/SPMcode/A2/filelist.txt,1,59,1,10000,5,OK
/opt/SPMcode/A2/filelist.txt,4,4,0,0,5,OK
/opt/SPMcode/A2/filelist.txt,4,4,0,0,5,OK
/opt/SPMcode/A2/filelist.txt,4,4,0,0,5,OK
/opt/SPMcode/A2/filelist.txt,4,4,0,0,5,OK
/opt/SPMcode/A2/filelist.txt,4,4,0,0,5,OK
/opt/SPMcode/A2/filelist.txt,4,4,0,0,5,OK
/opt/SPMcode/A2/filelist.txt,4,4,0,0,5,OK
/opt/SPMcode/A2/filelist.txt,4,4,0,0,5,OK
/opt/SPMcode/A2/filelist.txt,4,4,0,0,5,OK
/opt/SPMcode/A2/filelist.txt,4,4,0,0,5,OK
/opt/SPMcode/A2/filelist.txt,4,4,1,0,5,OK
/opt/SPMcode/A2/filelist.txt,4,4,1,0,5,OK
/opt/SPMcode/A2/filelist.txt,4,4,1,0,5,OK
/opt/SPMcode/A2/filelist.txt,4,4,1,0,5,OK
/opt/SPMcode/A2/filelist.txt,4,4,1,0,5,OK
/opt/SPMcode/A2/filelist.txt,4,4,1,0,5,OK
/opt/SPMcode/A2/filelist.txt,4,4,1,0,5,OK
/opt/SPMcode/A2/filelist.txt,4,4,1,0,5,OK
/opt/SPMcode/A2/filelist.txt,4,4,1,0,5,OK
/opt/SPMcode/A2/filelist.txt,4,4,1,0,5,OK
/opt/SPMcode/A2/filelist.txt,4,4,0,1000,5,OK
/opt/SPMcode/A2/filelist.txt,4,4,0,1000,5,OK
/opt/SPMcode/A2/filelist.txt,4,4,0,1000,5,OK
/opt/SPMcode/A2/filelist.txt,4,4,0,1000,5,OK
/opt/SPMcode/A2/filelist.txt,4,4,0,1000,5,OK
/opt/SPMcode/A2/filelist.txt,4,4,0,1000,5,OK
/opt/SPMcode/A2/filelist.txt,4,4,0,1000,5,OK
/opt/SPMcode/A2/filelist.txt,4,4,0,1000,5,OK
/opt/SPMcode/A2/filelist.txt,4,4,0,1000,5,OK
/opt/SPMcode/A2/filelist.txt,4,4,0,1000,5,OK
/opt/SPMcode/A2/filelist.txt,4,4,1,1000,5,OK
/opt/SPMcode/A2/filelist.txt,4,4,1,1000,5,OK
/opt/SPMcode/A2/filelist.txt,4,4,1,1000,5,OK
/opt/SPMcode/A2/filelist.txt,4,4,1,1000,5,OK
/opt/SPMcode/A2/filelist.txt,4,4,1,1000,5,OK
/opt/SPMcode/A2/filelist.txt,4,4,1,1000,5,OK
/opt/SPMcode/A2/filelist.txt,4,4,1,1000,5,OK
/opt/SPMcode/A2/filelist.txt,4,4,1,1000,5,OK
/opt/SPMcode/A2/filelist.txt,4,4,1,1000,5,OK
/opt/SPMcode/A2/filelist.txt,4,4,1,1000,5,OK
/opt/SPMcode/A2/filelist.txt,4,4,0,10000,5,OK
/opt/SPMcode/A2/filelist.txt,4,4,0,10000,5,OK
/opt/SPMcode/A2/filelist.txt,4,4,0,10000,5,OK
/opt/SPMcode/A2/filelist.txt,4,4,0,10000,5,OK
/opt/SPMcode/A2/filelist.txt,4,4,0,10000,5,OK
/opt/SPMcode/A2/filelist.txt,4,4,0,10000,5,OK
/opt/SPMcode/A2/filelist.txt,4,4,0,10000,5,OK
/opt/SPMcode/A2/filelist.txt,4,4,0,10000,5,OK
/opt/SPMcode/A2/filelist.txt,4,4,0,10000,5,OK
/opt/SPMcode/A2/filelist.txt,4,4,0,10000,5,OK
/opt/SPMcode/A2/filelist.txt,4,4,1,10000,5,OK
/opt/SPMcode/A2/filelist.txt,4,4,1,10000,5,OK
/opt/SPMcode/A2/filelist.txt,4,4,1,10000,5,OK
/opt/SPMcode/A2/filelist.txt,4,4,1,10000,5,OK
/opt/SPMcode/A2/filelist.txt,4,4,1,10000,5,OK
/opt/SPMcode/A2/filelist.txt,4,4,1,10000,5,OK
/opt/SPMcode/A2/filelist.txt,4,4,1,10000,5,OK
/opt/SPMcode/A2/filelist.txt,4,4,1,10000,5,OK
/opt/SPMcode/A2/filelist.txt,4,4,1,10000,5,OK
/opt/SPMcode/A2/filelist.txt,4,4,1,10000,5,OK
/opt/SPMcode/A2/filelist.txt,4,8,0,0,5,OK
/opt/SPMcode/A2/filelist.txt,4,8,0,0,5,OK
/opt/SPMcode/A2/filelist.txt,4,8,0,0,5,OK
/opt/SPMcode/A2/filelist.txt,4,8,0,0,5,OK
/opt/SPMcode/A2/filelist.txt,4,8,0,0,5,OK
/opt/SPMcode/A2/filelist.txt,4,8,0,0,5,OK
/opt/SPMcode/A2/filelist.txt,4,8,0,0,5,OK
/opt/SPMcode/A2/filelist.txt,4,8,0,0,5,OK
/opt/SPMcode/A2/filelist.txt,4,8,0,0,5,OK
/opt/SPMcode/A2/filelist.txt,4,8,0,0,5,OK
/opt/SPMcode/A2/filelist.txt,4,8,1,0,5,OK
/opt/SPMcode/A2/filelist.txt,4,8,1,0,5,OK
/opt/SPMcode/A2/filelist.txt,4,8,1,0,5,OK
/opt/SPMcode/A2/filelist.txt,4,8,1,0,5,OK
/opt/SPMcode/A2/filelist.txt,4,8,1,0,5,OK
/opt/SPMcode/A2/filelist.txt,4,8,1,0,5,OK
/opt/SPMcode/A2/filelist.txt,4,8,1,0,5,OK
/opt/SPMcode/A2/filelist.txt,4,8,1,0,5,OK
/opt/SPMcode/A2/filelist.txt,4,8,1,0,5,OK
/opt/SPMcode/A2/filelist.txt,4,8,1,0,5,OK
/opt/SPMcode/A2/filelist.txt,4,8,0,1000,5,OK
/opt/SPMcode/A2/filelist.txt,4,8,0,1000,5,OK
/opt/SPMcode/A2/filelist.txt,4,8,0,1000,5,OK
/opt/SPMcode/A2/filelist.txt,4,8,0,1000,5,OK
/opt/SPMcode/A2/filelist.txt,4,8,0,1000,5,OK
/opt/SPMcode/A2/filelist.txt,4,8,0,1000,5,OK
/opt/SPMcode/A2/filelist.txt,4,8,0,1000,5,OK
/opt/SPMcode/A2/filelist.txt,4,8,0,1000,5,OK
/opt/SPMcode/A2/filelist.txt,4,8,0,1000,5,OK
/opt/SPMcode/A2/filelist.txt,4,8,0,1000,5,OK
/opt/SPMcode/A2/filelist.txt,4,8,1,1000,5,OK
/opt/SPMcode/A2/filelist.txt,4,8,1,1000,5,OK
/opt/SPMcode/A2/filelist.txt,4,8,1,1000,5,OK
/opt/SPMcode/A2/filelist.txt,4,8,1,1000,5,OK
/opt/SPMcode/A2/filelist.txt,4,8,1,1000,5,OK
